2160,"- u jilmaygan edi, ko'zoynak ortidagi mitti ko'zlari yanayam kichrayib ketdi. - tanimadingiz-a?"
3386,z
379,"o'zing kiyaver, dedim."
535,xotini indamadi. kozim krovatning tagiga ishora qildi. kozimning dadasi egilib qaradi.
3212,kichkina qizaloqlari ham bor. xuddi otasining o'zi.
3148,guli qizardi. ammo quvonchini yashira olmadi. - farhod akam yoqdimi sizga? - dedi jilmayib.
2088,bahor paytlari ola sigirini yetaklab kelib qoladi.
3110,"bir nechta it unga turtilib, angillaganicha dumalab ketdi."
1683,bu ablahning o'zi davlatni odamlarga yomon ko'rsatib yuribdi.
247,keyin yo'qligimgayam ko'nikib ketishadimi...
363,ayol sanobar kamolova tomon yurdi.
887,-mashinada kim bor? - javob bermay so'radi yigit.
1151,"bir joylik odammiz-ku, o'rgilay."
2165,"jon bormi, o'zi! akam sho'rlik birpasda terlab ketdi."
3145,"dastlabki yillar, ayniqsa, qiyin bo'ldi."
278,sizni topganimdan xursandman! - dedim. rahmat dedi.
1487,ularning har birlari farzandlarini o'zlaricha qadrlaydilar.
1019,yoshlikda e'tibor bermas ekansan kishi. ammo ulg'ayganing sari mehnatning qadriga yetar ekansan.
3192,"- iya, bizning o'rtoqqa nima bo'ldi?"
2247,"zebi xola kelyapti, qoch!"
1754,"allaqachon xabarlari bo'lsa kerak. bir ish ochilsa, hammasi ochiladi."
710,"yurak urishi tekis, nafasi yaxshi. siz ketsangiz bo'lardi. dam oling."
303,shundoq guzar oldidagi qo'shqavat darvoza. odilxo'ja desangiz hamma biladi.
709,"-lekin, rost."
1635,"xudoning o'zi yetkazdi bizga bu pari-paykarlarni, - said to'xtab, qizlarning yetib kelishini kutdi."
2167,"ayt. aytma-sang, eringning holiga tushasan."
2169,-man olimjon akani xotinlari bo'laman.
2773,onamning jiqqa yosh to'la ko'zlari tasavvurimda jonlanadi.
2838,"-bir kuni ovqat kechikib qoldi. komandir meni chaqirib, xabar olib kelishni buyurdi."
1239,"keladi-da, xaridorlar! yaxshi qiz ekansizki, sovchilar keladi. - nima, bozor bo'lib men echkimanmi!"
415,"- buva, - deydi yalinib. - u yurt bilan bu yurtni aytib bering. ermon buva jon deb rozi bo'ladi."
703,uning hozirgina kulib turgan ko'zlarida so'lg'inlik paydo bo'lgan edi. nima bo'ldiykin?
2087,- chektiramiz hozir... sobirjonni yo'tal tutdi. orqamga o'girildim.
1589,"ke, sanam bir haydab ko'r - mirazim mashinani yo'l chetiga to'xtatmoqchi bo'ldi."
1995,"hech qayoqqa borishga, umuman, to'polon qilishga hojat yo'qligini aytdim."
232,buni men ham aytdim. - axir chillaga ham muxtorning gapi bilan o'tirgan...
1946,"-senlarni endi qanday o'rgataman bir-biringga? bo'rikalla ham o'jar, olabuqa ham undan qolishmaydi."
3277,u chol edi. bu ziyamatni tinchitdi.
2688,"tashqarida it akilladi. keyin jimlik cho'kdi. - endi qo'ymaydi, - dedi onam ingrab."
3194,"shu zahotiyoq past bo'yli, to'ladan kelgan, dumaloq yuzi ko'kimtir bir kishi pildirab xonaga kirdi."
2824,o'q tekkan chakkasi qulog'i aralash lo'qillab og'riy boshladi.
2104,"- miraziz! bu yigit esa kuyovingiz, komil."
282,"- so'ramasayam hammasini biladi. - o'zingiz xohlagan yigitning onasiyam keladi-da, bir kun."
2560,ammo bunaqasi bo'lmagan!..
3330,"nima gap ekan? ishqilib, oyim tuzuk bo'lsinlar-da!"
2883,"endi, shularni ham o'ylaysizmi?"
2325,qosimjon aka ham yangi kelganlarida shunaqa bo'luvdilar.
820,taxta tuvog'ining ustiga g'isht bostirilgan qozonda bir narsa bor edi.
1636,keyin ayol xayolidan o'tdi. tanya...
2884,"to'yxonadan chiqqani boshqa, o'z uyingniki boshqa. -yaxshi oyi."
858,vo ajab! nahotki inson shunchalar takabbur?
267,"- bir bosh olibsanlar, ikki bosh olibsanlar, nima bo'pti?"
786,hali sotishgancha yo'q. ammo bu ketishda uni ham sotishadi qarindoshlaringiz.
1983,zahroning bag'riga g'alati bir iztirob - ehtimol vijdon azobidir - tushdi.
3038,- pragada o'z qo'lim bilan yerga qo'ydim.
1672,"quyoshning iliq nurlari daraxtlar orasidan o'tib, yerga nayzadek sanchildi."
1957,"- o'zingni soddalikka solma, uka. man hammasini bilaman."
1735,"uni endi yo'qotmasligimni bilsamam, ozgina xavotirga tushdim."
226,ikkalasi bitta odam ekan-ku. - men xolis odamman!
1199,"oyi, ertalab noto'g'ri gapirdim. kim nima istasa shuni aytishim kerak emas."
146,"umringizdan baraka toping, poshsha qizim sizlarning rohatingizni ko'rsinlar."
3059,mamadalining gapi to'g'ri chiqdi.
2179,norboy aka musht ko'tardi.
1179,"- kiruvring yusuf aka, - u mehmonga peshvoz chiqdi. so'ng alimqulga yuzlanib dedi:"
3159,bu axir kolxozning pichani-ku? indamadim. u ham indamadi.
2136,"bir oldilariga bormoqchi, ular bilan o'ynamoqchi bo'ldi, lekin o'zini tiydi."
1411,mening-chi? shu tobda menda ham yo'q emas bunday imkon.
2941,"o'g'lini olim, juda bo'lmaganda o'ziga o'xshagan shifokor bo'lishini istardi."
2064,uning ikkala ko'zi erining murdasida edi. -yolg'on! - qichqirdi ofitser.
1677,u qo'liga yana arrani oldi.
3042,"-nimani sotib qo'yishidan qo'rqsangiz, shularni borib ayting o'zingiz."
300,sabohat qodirova bilan operatsiyaxonasiga yonma-yon kelayotgan ahad komilov birdan to'xtab qoldi.
2287,"u yechinmasdan o'zini sovuq karavotga tashladi-da, yig'lab yubordi."
3147,"-bekor urding, o'g'lim."
328,yigitning oldiga kelganda kanal ustiga ko'ndalang tushib yotgan daraxtni ko'rdi.
2416,"innaykeyin, nega yolg'iz bo'lar ekanman?! mana, mahfuzani yolg'iz desa bo'ladi. yana erga tegibdi."
3010,"tez ketayotgan ekanman, sobirjon entikib ketdi. -o'pkam yoriladi, - dedi kulib."
287,"axir maktabdagi eng chiroyli, eng shirinso'z o'qituvchi shu - o'zimizning risolat opamiz-ku!"
2273,uydan esa ko'pincha ko'ngli to'q. ovqatga ancha bor. hovli shipshiy-dam.
935,"-ketovuz, ketovuz, hozir ketovuz, yur."
2694,"-borolmagan bo'lsang, yarangga tuz sepib nima qilaman? - rostini aytib qo'yaqoldim. -bordim."
238,-shunday degin?
2517,- unda bu yerlarda nima qilib tentib yuribsan qosh qorayganda?
1542,egamberdi akaning jahli yomon.
714,ol! uka! qoraboy!
05,"- yura qol, - oyim yelkamga qoqdi. - soching o'sib rangingni siqib yuboribdi."
2855,"ha, o'sha kuni ayblanuvchi unikida edi. yarim kechagacha u bilan bo'ldi."
1941,"- xayr. -kelib turinglar. -rahmat, - dedim men."
1451,"-yo'q, meni aldab bo'psiz!.. ishga bunaqa yasanib bormaydi odam, kelmay qoldilarmi? -kim?"
639,uloq onasining yeliniga bir yopishgandan keyin ajratish qiyin bo'ladi.
2171,"- aytganday, o'g'ling, sanjar ko'rinmay qoldimi? -voy uyam rosa xizmat qildi."
323,"qolgan ayollar qiy-chuvlashib uni quvvatlashdi. - qani, tezroq bir qarorga kelinglar."
393,tirsagimni ushlab turgan qo'llari shilq etib ko'rpacha ustiga tushdi.
2538,"-ko'ktoy! azamatim, ko'ktoy!"
2776,sigirlarning ratsioni ikki marta ko'paytirildi.
82,- yoshini ayt! - dedi qat'iy ohangda.
2548,kim peshonasidan o'padi? ammo ezilganimni ko'rsatmadim.
1414,-ishingizni o'zgartiring. birga ishlaymiz.
3239,"ko'miri yo'q ekan, oborib berdim. dadam oyimni urishmadi. - chatoq bo'pti, - dedi sekin."
1889,yo u ham qo'rqayotganmikan? nimadan qo'rqadi?
1919,"adang poraxo'rmas, o'g'riyammas."
596,"ketma, bir amallab bog'lab olsam bo'ldi seni. zap kelishgan it ekansan-da!"
3111,"samovarning yonida turib, o'ylab ketdi. -chakki bo'ldi, chakki. uvol ketadi."
1174,u kuchli hayajon ichida bo'yniga solingan arqonni unutgandi.
751,-hozirgi zamon romani qanday bo'lishi kerak? - deb so'rab qoldilar.
2007,"ziyamat uni ko'tarib o'rmongacha olib bormoqchi bo'ldi, lekin:. -qoch!"
2512,"sen uchun mening yuragim yonganida boshqalarni etagining bari ham kuymaydi, bolam."
1458,"-bilasizmi, yaqinda... sakkizinchi mart, - dedi valijon o'ylanib-o'ylanib."
2537,u shoshmasdi. qo'lida nimchasi sudralib borardi.
1385,ashula aytolmaydilar.
280,faqat men ayvonning ustunlarini o'yma qildirmadim. kattadan sal pastroq yurish kerak.
2164,o'yin-ku o'z yo'liga. yong'oqning yana bitta fazilati bor: qorinni to'q tutadi.
1838,nazirpolvon kuldi.
1881,"- miltiqni olib chiq! qo'shotarni! -voy, nima deyapsiz!"
1043,u bunday odamni ertaklarda eshitgan edi.
1816,"mirsidiq eshikni sekin ochdi-yu, sevinib ketdi. xatamjon yarim ovozda kuylardi."
3234,"xullas, butun mahallaga dong'i ketgan naim sartaroshning jamiki ashyolari shu sumkada joylashgan."
88,pash deguncha o'tib ketadi.
3272,"axir, uylanganimdan so'ng hayotim butunlay boshqa izga tushib ketdi."
3299,"kulib yubormaslik uchun labimni tishlab, uni yupatgan bo'ldim. - qizlik uy bozor!"
2975,- sen yolg'onchisan! yolg'onchi bo'lganing uchun qo'rqoqsan.
2779,- tutoqib ketdim men ham.
262,"-operatsiya yaxshi o'tdimi? -ha, yaxshi o'tdi."
1623,- oyim o'rgatadilar. - akula yeb qo'ysa-chi? - akulang nima bo'pti!
382,- qaysi kuni hurini o'zingiz haydab yuborgandingiz.
152,kavshandozda turgan oyimning kalishini endi ko'rdim. kalishning ichi qorga to'la edi.
1344,"- meni aldashdi! - kim, nimaga?"
2692,"rais uka, rahmat!"
3053,boravering.
2524,"she'riyatga qiziqib, adabiyotchi bo'libdi. ammo undan shoir chiqmabdi."
2246,birpasda damim qaytib ketdi.
1097,haytovur hamma ishlarim saranjom ekan...
222,"biri do'ppi kiygan, biri shapkasini bostirib olgan..."
2523,- soqqamni nima qilib qo'ydingiz?! oyim sekin tepamga keldi.
429,"- yaxshi ayol edi marhuma. shu yerda o'laman, deb turib oldi. shu yerda o'ldi."
437,"to'rtta yong'oq qubba qilib qo'yiladi. uzoqdan poylab tekkizsangiz, gan sizniki."
960,akalarim bilan bir g'ujum-bir g'ujumdan talashib yedik.
1619,bu odamlar bilan suhbatlashib to'ymaysan. ular uddasidan chiqmagan ish yo'q.
2343,u holda mening omadsizligimning ildizi jamiyatning bag'riga borib taqaladi-ku!
3045,-ishlar yaxshi! - dedim xo'rligim kelib.
1493,"-paxtani tuzatishgan edi, endi navbat qurilishga kelibdi-da! -nimasini aytasan."
2355,yusuf xayol bilan yana o'z eshigi oldiga kelib yetganini sezmay qoldi.
1721,"yo olib kelaymi? biz hozirjavoblik bilan hammamiz barovar yo'q, de-dik."
1876,-keling?
2847,"- ichgan, sunnat aka, ichgan! aytyapman-ku ichadigan bo'pqolgan deb."
1205,nega yalpayib o'tiribsanlar? bir hafta burun kelishlaring kerak edi bu uyga.
3254,"es-es, kim kelmasa pes!"
920,bahonada ancha yozilardim ham... - u bir qarorga kelgandi.
3360,c
182,kechiring. uning oxirgi iltijosi shu bo'ldi.
1009,"- cho'pon emasman, lekin o'g'ri ham emasman!"
2118,dadam jerkib berdi:. - ajinaga balo bormi?
976,alamini ichga yutib yalindi bekka shunda:
715,og'riq shu-shu qolmas ekan.
1999,- qulluq...
636,o'zim shundoq. har gal kelganimda shu yerda bir pas o'tirgim kelaveradi...
2058,"qurug'i desam, turshak obchiqibdi. qarang, oka! qarang!"
72,yana ko'zim ilindiyu qotib uxlab qopman.
2526,"unda ket, dedilar oyim. hamma gap alamda."
1909,ertagacha esa hali vaqt ko'p. butun tun uning ixtiyorida.
1749,"uniki yozgayam, qishgayam, loygayam, suvgayam bitta."
730,issiq sut bilan g'arg'ara qildi.
1744,men ishdaman. -yigirma minutdan keyin ishingiz tugaydi.
632,"shu yerda, bir qishloqda uy-joylari bor ekan."
1484,ko'prik shu o'rmonning etagida edi. o'rmon o'zgarmabdi. faqat daraxtlar katta bo'lib ketibdi.
675,u oppoq tishlarini tizib jilmaydi.
1616,taqako'z bir parcha yungini uzib olgan dumida og'riq bor edi va yuragi gupillab urardi.
1509,"yigit joyiga borib o'tirdi. zumradning butun vujudini quvonch, g'ulg'ula qopladi."
1419,"senmi eding qismatim yo bitmas yaromidi? qaldirg'och, qanotlaring shunchalar qaromidi?.."
2772,-mavjuda! - deb qoldi tanish ovoz.
2502,miraziz ortidan yugurdi. -go'zal! to'xta!
2294,- fatxillaning ko'zlari olayib ketdi.
1017,ko'p o'tmay u yana shu gapni boshladi.
2816,"nima qilishni bilmay, angrayib qoldim."
2173,-aylanay!
1290,"oyimning ko'ziga yalinib qaradim. - bormayman, - dedim sekin."
3067,"har gal o'tib borar ekan, o'zi uchun birorta yangilik kashf etardi."
1285,dadam ishda edi.
3122,uy ichi o'lik chiqqandek jimjit bo'lib qoldi.
2532,"hayotlar, shuning o'zi hozir katta gap. -ha, albatta, albatta."
3265,kabina zinasida katta-kichik uch bola oyog'ini likillatib o'tiribdi.
2858,shoshma-shoshma qaysi jamiyatning?
2795,"buni solihabibi alam, azob, uyatdan ichini it timdalayotgan bo'lsa ham o'sha kuni yaqqol ko'rdi."
03,"axir, jahlim chiqqanida urishganimni o'zing ham bilasan-ku. bor, o'g'lim, aytib kel."
1063,- loy qozonga oltin tuvoq bo'lmay bo'yginang lahatda chirigur!
3316,-mardon! - jon; holatda chaqirardi uni parvina.
299,"-go'zal! - dedi miraziz jahl bilan, nima bo'lganiga tushunolmay, ammo go'zal qaramadi."
1010,-bilet bormi? -karim uchta bilet bilan poylab turadi.
568,gunoh bo'ladi-ku!
1560,boshqa xotinlar oyimning so'zini ma'qullab chuvillashdi:
14,"tavba, nega shu kolxozga keldim? boshqa kolxozlar ham agronom so'rashgan edi-ku!"
894,uchovlari kulib yuborishdi.
1202,"bilmagan ekanman, men onamning emas, onam mening suyangan tog'im ekan."
2566,"lekin shunday bo'lsa ham bir-ikki ishora bo'ladi, chog'i."
1548,usti butun.
2518,"oy borib, omon kelinglar. safarlaring bexatar bo'lsin, do'stga zor, dushmanga xor qilmasin."
3195,"zaynabxon pullarni qiyiqqa o'rab, erining yostig'i tagiga qo'ydi."
2203,yana qandaydir odamlar hovlidagi daraxtlarni kesishayapti.
1578,fikringizdan qaytgandirsiz? sh a v k a t. yo'q.
2572,hatto vals ham tushishdi.
888,ajab emas kelib qolsa.
1241,nazira katta yo'lga chiqquncha hech kimni uchratmadi. u yengil nafas oldi. markazga hali yiroq.
2631,"-yaxshi, ahadjon. o'zingizni bosing."
739,"kelsam, siz yo'qsiz. poshsha oyimga hasratimni aytdim."
699,baribir ishongim kelmaydi.
2223,"-oltini. qani, boshladik. ip!"
3372,m
2987,"dalaga chiqqandim, anhorda cho'mildim."
428,qaytib kirgan oyim ham dadamning xavotirli savolini eshitib uy o'rtasida turib qoldi. - tinchlikmi?
2790,"men onamni ko'rayin-a,"
2137,ammo endi sizlar ham meni tushunishga harakat qilib ko'ringlar.
759,"so'ng yusuf beixtiyor quvnoq ohangga ko'chib, davom etdi."
