53|sinfimizda faqat valida shunaqa pufayka bor. zebi xola naqd to'rt yuz so'mga obergan.
54|-nima deydi ovchi? - so'radi chol yalpizni mo'yloviga surkab.
55|go'zal aytdi.
57|chamasi og'riqni payqamadi ham.
58|tanishib bo'lganimiz, qayoqqa borishimizni gaplashib olganimizdan keyin, mashinaga taklif qildim.
59|qanday shamollar uchirdi?! sodiq quchog'ini ochib turgan do'stiga ikki-uch qadam qolganda to'xtadi.
60|undan katta bir paketni olib ustoziga uzatdi.
61|illo-billo qirg'inbarot bo'lmasin, ollohu akbar! - deganmish.
62|kitob tarqaldimi, o'qildimi, ma'qul tushdimi?
63|faqat nobop sudga tushib qolibsiz-da.
64|askiya....
65|- yurmaysanmi?
66|lekin nima deb kiraman?
67|ko'k-orol qurilish trestiga ketayotuvdik, ballon yorilib qoldi.
68|ammo savoli javobsiz qoldi.
69|komil minnatdor ohangda labining bir uchi bilan jilmaydi.
70|shuni o'ylab ikkilanar, andisha qilar va hatto qo'rqardi.
71|bormasam, uyat bo'ladi, - dedi. yo'q, bir amallab ko'ndirdim.
72|yana ko'zim ilindiyu qotib uxlab qopman.
73|ayol ham qo'lini cho'zdi. uning barmoqlarida qo'sha-qo'sha javohir uzuklar bor edi. -irodaman.
74|lekin tez ko'nikib ketdim. mehmonxona atrofini uch-to'rt aylanib keldim.
75|u silkingan edi, gandiraklab ketib, yumshoq o't ustiga yiqildi.
76|nimasini aytasan?
77|qiz bola bo'lsayam shunday o'ziga husn bo'lib tushgan. ana shu husni yo'qolmasin deyman-da, bolam.
78|qo'llarim o'z-o'zidan musht bo'lib tugildi. sobirjon ham unga qarab turgan ekan:
79|- shahodat xola gullik konvertdagi xatni bag'riga bosib yig'lab yubordi. -iya-iya!
80|-agar o'g'lim bo'lganida, o'zim kelin qilardim, - dedi hazil aralash.
81|xotinlar o'zi kimning g'iybatini qilishmaydi?
82|- yoshini ayt! - dedi qat'iy ohangda.
83|shunda sen bir ish qolganini ko'rasan: farzlarni ado etish. qolgani behuda, safsata..., - degandi.
84|keyin qo'lini bir siltadi-da, gapida davom etdi.
85|ancha yillardan keyin, o'ninchi sinfni bitirayotganimda xo'janing daragini eshitdim.
86|oyisi yostiqlarga bilinar-bilanmas atir sepib chiqdi.
87|go'zal iltijo bilan menga tikildi. uning saxiy ko'zlarida yosh paydo bo'ldi.
88|pash deguncha o'tib ketadi.
89|lekin shu kuni kechqurun mudhish voqea yuz berdi.
90|-mastura! mastura inog'omova!
91|- mabodo avlodidan o'g'rimi, nashavandmi chiqmaganmi?
92|uni tagida uzib yegan yaxshi. hali hovliga chiqqanda shunday qilasizlar.
93|bu ziyamatni tinchitdi. chol unga yaqinlashdi. bekinishning mutlaqo iloji qolmadi.
94|o'sha voqeadan so'ng zahro alimquldan soviy boshladi.
95|-qayoqqa?
96|agar... agar... - u nimadir demoqchi bo'ldi-yu, tutilib qoldi.
97|avtobusning qachon tuzalishi hali gumon. istasangiz birga ketaylik.
98|- uch yildan buyon na o'ligini bilaman, na tirigini.
99|-oppog'im! beg'uborginam!..
100|-uydagilar, oying qalay? - mehr bilan unga yangidan tikildim.
101|uning nima demoqchi ekanligiga tushundim. -odamlar har xil bo'ladi.
102|mana o'z qo'li bilan yozgan qog'oz.
103|-va'da qildilar-ku, opa!
104|to'y unga quvonch keltirmadi. to'y kuni otasi qazo qildi.
105|ancha yurdik. tez-tez temirchilik do'konlari uchraydi. bayram bo'lsayam, ba'zilari ochiq.
106|gap, albatta, oshda emas, ikkita yangi odamga bo'lgan hurmatda.
107|kechagi osh turgan qozon to'nkarig'lik edi. ko'ktoy o'choqboshini ancha titkiladi.
108|- yuribmiz tuproqdan tashqari! - deydi naim sartarosh yo'lida davom etib.
109|ering qaytadi. ana o'shanda ikkalamiz to'rt qavat ko'rpaning ustida o'tiramiz.
110|o'qituvchilar xonasiga olib borsa kerak, deb battar qo'rqib ketdim.
111|sog'lig'ingni, o'ynab-kulib yurganingni bilsam, bas.
112|jahonshumul shaxsmisan? ana, bir dasta surating yotibdi. har xil.
113|holbuki, ahvol u darajada yomon ham emas-ku!
114|kechasi shamol bo'lganga o'xshaydi: rosa yong'oq to'kilibdi.
115|barakalla!
116|- uchrashib ko'ringlar axir. ma'yus jilmaydi.
117|-yur, bo'lmasa. emaklashni bilasanmi?
118|uchinchi mashinaning chiroqlari ko'ringanda, ikkala ayol baravar qo'l ko'tarishdi.
119|ayol trubkani qo'yib qo'ydi.
120|men darrov.
121|ammamnikida men tengi o'rtog'im yo'q.
122|yangi oyning taqadek nim rang gardishi g'arbda ko'rindi.
123|- u qo'ymasa, mana man qo'ydim!
124|yordam qiling! jon aka! mening kimligimni umr yo'ldoshingiz xursandxon biladilar.
125|albatta bunday bo'lishiga asos yo'q edi.
126|senga jo'rdir shodligim. mirsidiq qo'shiqni tinglar ekan, allanechuk bo'lib ketdi.
127|topilar axir, - derdi oyim menimi, o'zinimi yupatib. odamlar to'dasida anchagina garangsib yurdik.
128|keyin ikki chakkamdan birov ombirminam siqadi. dod degim kebketadi o'shanda.
129|opam muzdek vodoprovod suvida sochiq ho'llab keldi. peshonalariga qo'ydik.
130|-iya!
131|lekin nega kelmayapti? kech kirdi. bugun ham daragi yo'q...
132|- zebi xola ovozini baralla qo'yib do'rilladi.
133|-bor, bor! tuyog'ingni shiqillat! - debdi bola. - sindirib bo'ladimi bu nonni?!
134|kimdir mehmonlarni ko'rib, ikkita stul olib kelib qo'ydi.
135|xursandchilik mo'l bo'ldi, binobarin, vaqt ham tez kechdi - toshkentga qaytiladigan bo'ldi.
136|ularnikida bo'lsa, o'sha gapni menga qaytarib, obket, deydi. sen-ku, mayli, o'zimiznikisan.
137|yosh bola yig'laydi, katta bola tig'laydi, deb bekorga aytishmagan ekan.
138|kim kelmoqda? kelayotgan kim o'zi? kampirmi u, yo bevami yolg'iz qolgan bu yurtda?
139|taqako'z bo'ynigacha uni hidlab, bir-ikki yalagan bo'ldi-da, orqasiga tisarilib boshini ko'tardi.
140|ikkilanib qoldim.
141|naqadar jozibador, naqadar orombaxsh!..
142|qiz jim edi. -o'rtog'im bugun dissertatsiya yoqlaydi.
143|shunaqangi narsalarni biladiki!
144|shu gapni men uch kun burun eshitgan bo'lsam, yetmish ikki soat.
145|-tayyor!
146|umringizdan baraka toping, poshsha qizim sizlarning rohatingizni ko'rsinlar.
147|-siz meni tushunmadingiz. men yoshlarning faoliyati xaqida gapirayotganim yo'q.
148|sabohat eshiklari oldida birpas turdi. butun vujudi titrab, yana ko'zlariga yosh quyilib keldi.
149|lekin nima qilib beryapti o'sha bilgan narsasi, o'qigan kitoblari, yozgan maqolalari?
150|- bari bir, - deydi oyim o'ychan ohangda. - qonqusniyam yaxshi ko'rgin. - nega?
151|- rahmat! keyin guldastani apil-tapil gazetaga o'rab, do'kondan chiqdim.
152|kavshandozda turgan oyimning kalishini endi ko'rdim. kalishning ichi qorga to'la edi.
153|o'zingni ham xafa qildirib qo'ymaysan. bor, joyingga bor endi.
154|hammaning ham o'ziga yarasha orzu-havasi bor.
155|- dalavoy kulrang ko'zlarini yiltiratib, g'azabnok pichirladi. - qani chertib ko'rchi.
156|ikki qo'lini beliga tirab, eshik oldida qumri otin turardi.
157|injener degan gap hozir juda zarur gap, xola.
158|oyim sut hidi anqib turgan qo'llari bilan peshonamni siladi. - qo'yaver, o'g'lim.
159|gazetalardan nomi tushmaydi. radioda ham ikki gapning birida uni tilga olib turishadi.
160|odamlar bunaqasini qidirib topolmaydi.
161|o'z qo'lim bilan quritganman. chodirga qoqib quritganman.
162|shunda mo'ylovi qorayib, do'rillab qolgan jo'raboshimiz buyuradi:. - toy!
163|ahad! ahadidze! qayoqdasiz, o'g'lim?
164|amir buni tan olishga qiynalardi.
165|chop, kiyib chiq! biz kutib turamiz. otilib hovliga kirdim.
166|ha, mayli, men boray.
167|- yaxshimisan, tani-joning sog'mi? - rahmat... rahmat.
168|shofyor to'xtatdi.
169|o'zingizda bo'lib turing. komilovni birga ko'ramiz.
170|ishqilib, aldashmasmikin? obidjon aka gapni tushundi. -ularga pul kerak.
171|uyqu qayoqda?
172|shunday qilib, oftob bor ekan.
173|qishloqqa o'tsangiz, har bir xonadondan topishingiz mumkin.
174|- xudoga shukur, bolaginam o'zidan ko'paydi. olti nevaraning duosini qilib o'tiribman.
175|dadajon! deb qizim qichqirib yubordi. shundagina men ularni ko'rib qoldim.
176|qolaversa, bu insonning o'zi-o'zini himoya etish usuli.
177|ha, bu yil tovuq yili bo'lsa shu yoshga kirgan bo'ladi. nahotki, ish shunaqa bo'lsa?!
178|-nima deyapsan o'zi? - dedim. - ozgina qoldi. yetib olamiz.
179|so'ng hapdorini ichirib, eshik tomon yurdi.
180|mirsidiq o'yga toldi.
181|ancha gaplashishdi. oyog'imdan muz o'tib ketdi. burnimni tortaverib charchadim.
182|kechiring. uning oxirgi iltijosi shu bo'ldi.
183|odamlarga endi nima deyman?!
184|shudring tushgan yaproqlarning uchlarida munchoqdek-munchoqdek kumush isirg'alar paydo bo'libdi.
185|allayo, alla... bir xil bo'lib ketdim. panjarador darvozaga suyanib uzoq turib qoldim.
186|ha, xuddi o'sha toyning o'zi. faqat shuncha bo'y, bunaqa uzun qo'l-oyoqlarni qayoqdan oldi ekan!
187|o'ziga nima olibdi? tintuvda chiqardi olgan bo'lsa?
188|- abdujabbor keskin bosh chayqadi. - o'zim qarzimni uzgani keldim.
189|o'girildi. o'zidan kichikroq, qotmadan kelgan odam bir qadam narida qorayib turardi.
190|- tinchlikmi, manzuraxon? nima qildi unga, birov uribdimi? - ichgan, sunnat aka, ichgan!
191|nimani qoyil qipti? topganini ichadi.
192|urmang, oyi! - vali oyisining qo'lidagi tayoqqa yopishdi.
193|bilasiz-ku, hozir bezorilarga karshi qattiq kurash ketyapti.
194|tursun uyalib boshini qimirlatdi.
195|xolposhsha ikki hafta isitmalab yotdi. keyin sekin o'ziga kela boshladi.
196|dunyo bilan hisob kitob.
197|tohir aka yusuf va zahro bilan quyuq so'rashdi. lekin o'tirmadi.
198|boya menga bir tashlandi, yuragim chiqib ketay dedi. hozir shundoq. meni aytdi, dersiz.
199|berdialining ketganiga qancha bo'pti?
200|u g'ira-shirada uydan chiqardi.
201|kimning farzandi ekan? u o'g'iz kattalarining ko'pini bilardi.
202|bundan chiqdi, haqiqatan ham birini...
203|yaqinroq bordim. bola ko'zlarini ko'chaga tikkancha, ishtaha bilan qars-qurs qilib allanarsa yerdi.
204|rozi bo'ldim. kechqurun xolamga allanimalarni bahona qilib, uydan chiqdim.
205|-dadamlar qahramonlar! - dedi galina. yana emaklay boshladik.
206|yengil jemperimning ustidan ikki qator marvarid, bir qator tuyatishli durimni osdim.
207|poshnasi ham qolmagan. egasi qanaqa odam, bilasizmi?
208|-uyda ko'raqolaman. bir soatlarda borar? -harakat qilaman oborishga!
209|- xavotir olishmaydimi, ishqilib? -xavotir oladigan o'zim-da..
210|-meni kechiringlar... gunohkorman... - deyoldi, xolos.
211|-umarbekov, bu to'n necha so'm turarkan, bilmaysizmi? -nima edi?
212|topganini ichadi. kecha mast bo'lib sizni gapirdi. shuyam qarg'agan edi, deydi.
213|hozir emas. juda bo'lmasa, sim qirqishni o'rganib olay. mudroq aralash ularning kulgisini eshitdim.
214|- dadasi...
215|ertalab esa har qanday andishani yig'ishtirdi-da, qaynotasinikiga yo'l oldi...
216|u endi buni yashirmasdi. mamadalini mahkam bag'riga bosib:
217|- chiq, amaking bilan so'rash.
218|ko'ktoy suv tagida bo'kib, battar og'irlashgan qopdagi tosh bilan oldinma-ketin dumalab borardi.
219|shunaqa nonni yaxshi ko'rarkansiz.
220|endigina atak-chechak yura boshlagan muhammadning holi og'ir edi, reanimatsiyada yotardi.
221|yuragimni bir narsa timdalab ketdi. yonimga chaqirdim.
222|biri do'ppi kiygan, biri shapkasini bostirib olgan...
223|onam har gal xokandozni bo'shatganida qop-qora chang ko'tariladi.
224|minnatdor bo'ldik.
225|mushtumdek tosh dumalab-dumalab, ko'm-ko'k archa tanasiga urilib to'xtadi.
226|ikkalasi bitta odam ekan-ku. - men xolis odamman!
227|qoshini chimirdi.
228|mehmon indamadi.
229|onam bizni bu hujraga hech yo'latmasdi.
230|universitetning beshinchi kursida o'qir ekan.
231|o'sha zahotiyoq pastga tushib, ko'chaga yugurdim. qo'chqorov, qo'chqorov!
232|buni men ham aytdim. - axir chillaga ham muxtorning gapi bilan o'tirgan...
233|kelmasin bo'lmasa! zumrad o'rtog'ini jerkib bermoqchi edi, gapi og'zida qoldi.
234|yusufning nazarida mamlakatda ham ana shu ruhda ishni tashkil etish zarur.
235|mana hozir ham shu uyga ketyapti.
236|ota va o'g'il
237|yerga tashlagan narsasidan teri hidi keldi. bu supra edi.
238|-shunday degin?
239|shu bilan birga, yusufning ham qadrini bilardi.
240|harholda qarindosh-ku, - o'ylardi u jiyanini.
241|liliana indamadi, birdan ko'zi chaqnadi, birdan yovni hayron qilib, qah-qah urdi va dedi:
242|- xayol bilan bo'lib ko'rmabman. -hechqisi yo'q, - mirsidiq uning yoniga o'tirdi...
243|-o'g'ri ham tanlab o'g'irlaydi. -shunaqa ekan. uyga qaytdim.
244|- assalomu alaykum! - amir qo'lida obdasta, hovli tomondan yurib keldi. - vaalaykum assalom!
245|ertasiga ertalab ishxonaga kelsam, ijroqom eshigi oldida qo'chqorov turibdi.
246|- halima aya bolaning yuziga sinchiklab qaradi.
247|keyin yo'qligimgayam ko'nikib ketishadimi...
248|arava qimirlamay o'z joyida turadi.
249|iljaydim. - pora! onam yonimdagi stulga o'tirib qoldi.
250|uzoq o'ylanib o'tirishdi.
251|- jahongir burnini tortib qaddini rostladi.
252|ajoyib ashula eshitganday bo'lib ketdim.
253|o'sha kuni dadam o'z qo'li bilan osh damladi.
254|darvozaga yaqin kelishim bilan ichkaridan - hujra tomondan tilovat sadosi eshitildi.
255|- ahad komilov ko'zlariga yosh oldi.
256|ko'zlari yumilib borardi.
257|- ukangiz eshitmay qo'ya qolsinlar, - oyim yana yalindi. - topilib qolar. - go'rni topiladi!
258|erga tegmasidan oldin ham yaxshi ko'rardim, deydi.
259|borib og'zini chaydi-da, kelib eshikni ochdi.
260|ba'zi joylarda loyqa suvdan boshqa hech narsani ko'rib bo'lmasdi.
261|bir hafta burun kelishlaring kerak edi bu uyga. plan nimaligini bilasanlarmi senlar?!
262|-operatsiya yaxshi o'tdimi? -ha, yaxshi o'tdi.
263|- ie, qudalardan pul olsak qandoq bo'larkin?
264|hatto nariga borganda ham yo'lkaga tushib olmadi.
265|-qarab qo'yay. yotgan bo'lsa kerak, hoynahoy! -uyg'otib yuborma tag'in!
266|tushunishi kerak?
267|- bir bosh olibsanlar, ikki bosh olibsanlar, nima bo'pti?
268|- hozir nima qilding? - hech nima, - dedim yerga qarab. - teplitsani kim sindirdi?
269|qadamini sekinlatib, tumshug'ini choyxona tomiga tutdi.
270|keyin bitta-bitta yurib, har muyulishda to'xtab uyga qaytishadi.
271|tanchaga tiqilib yotibman.
272|- faqat belim sal og'ridi. -o'tir, choy ichib olamiz.
273|-bitta!
274|-ko'chaga chiqib kelsam maylimi? - so'radi u oynadan ko'z uzmay.
275|buni endi ko'ryapsizmi?
276|endi habiba buviga tarmashdim.
277|-mardon! - jon; holatda chaqirardi uni parvina. ammo mardon u tomonga yugurib ulgurmadi.
278|sizni topganimdan xursandman! - dedim. rahmat dedi.
279|uyga kelsam, oyim yo'qlar.
280|faqat men ayvonning ustunlarini o'yma qildirmadim. kattadan sal pastroq yurish kerak.
281|ikki o'rtoq hafsalasizlik bilan o'rinlaridan turishdi. sulaymon ota ertasiga choyxonaga chiqmadi.
282|- so'ramasayam hammasini biladi. - o'zingiz xohlagan yigitning onasiyam keladi-da, bir kun.
283|- men ham tushunolmay qoldim.
284|uylanmasdan ilgari qayoqda edi esi?
285|yo'q, ishonmayman.
286|pulni olib boradimi, yo ko'rishganlaridan keyin mashinada beradimi?
287|axir maktabdagi eng chiroyli, eng shirinso'z o'qituvchi shu - o'zimizning risolat opamiz-ku!
288|mahbuslar yana zanjirdek tizilib, yuqoriga ko'tarila boshladi.
289|qidirib uni topibdi. o'zi tengi bola ekan. qo'lida kir dasturxonga o'rog'liq uy noni.
290|bu joyda har doim, hozir ham uyoq-bu yoqqa boradigan bo'lsa, shukur o'tiradi.
291|tuz kam ishlatishadi. boya achichuvdan yedingmi? tursun yo'q, deb boshini qimirlatdi.
292|bor tajribalaringizni menda o'tkazing.
293|- qalay, poshsha opa, bardamgina o'tiribsizmi?
294|-ko'ktoy, ko'ktoyjon!
295|. zebi xoladan hayiqmaydigan bola yo'q edi.
296|yigit javob bermadi.
297|ko'ziga hech narsa ko'rinmaydi.
298|qay ko'z bilan ko'rayki, yotoqxonada norboy akam ikki qo'liyu bo'ynidan qon ketib yotardi.
299|-go'zal! - dedi miraziz jahl bilan, nima bo'lganiga tushunolmay, ammo go'zal qaramadi.
300|sabohat qodirova bilan operatsiyaxonasiga yonma-yon kelayotgan ahad komilov birdan to'xtab qoldi.
301|etlarim jimirlashib ketdi.
302|eshitishgandir?
303|shundoq guzar oldidagi qo'shqavat darvoza. odilxo'ja desangiz hamma biladi.
304|-o'g'li-chi? o'g'li bor edi-ku? - so'radi nizomiddin aka.
305|-akam, ikkita singlim bor. oqsoqol tasalli topgandek bo'ldi. yolg'iz farzand emas ekan haytovur.
306|panjarador darvozaga suyanib uzoq turib qoldim.
307|ehtimol, o'sha paytda shunday qilish kerak bo'lgandir.
308|keyin gulsafsarlar o'sib yotgan allaqanday zahkash, katalakdek hovliga kirib qoldik.
309|uni unutishdi. sabohat quloq soldi.
310|men oyimdan xafa emasman.
311|ishqilib, nima bo'lsa ham lapar qosimjonga yoqdi. qizlarga qo'shilib chapak chaldi.
312|ot dumini gajak qilgancha darvoza tomon yo'rtdi. dalavoy jaholatda otning ketidan yugurdi.
313|nazira yer ostidan yonida o'tirgan qosimjonga qarab qo'ydi. qosimjon samimiylik bilan jilmaydi.
314|bultur o'lganlar. seskanib ketdim. butun vujudimni titroq bosdi.
315|uning siri faqat yaratgangagina ayon... ular bir muddat jim qolishdi.
316|- o'zing-chi, bolam, o'zingning ahvolingga qara.
317|otilib ketganlarning ham bola-chaqasi yuribdi.
318|- o'zi-ku to'yga borsa, qo'liga ilingan narsani tuguniga tiqadi.
319|- said aka, bu haqda kechqurun bafurja gaplashsak.
320|- ukam muxtorga aytib ko'ring. amir o'shaninggina gapini oladi. - muxtor nima derdi?
321|bay yeftimning g'azabdan ko'zlari chaqnab ketdi.
322|munira kirdi. -seni so'rayapti. -kim ekan?
323|qolgan ayollar qiy-chuvlashib uni quvvatlashdi. - qani, tezroq bir qarorga kelinglar.
324|bo'yinbog'idan tortmoqchi bo'lib, qo'lini uzatgan edi u tishlarining oqini ko'rsatib irilladi.
325|bekligingizni tashlang. sal yerga tushing. bil'aks akangizning yo'lidan ketasiz.
326|oyoqlari ostidagi qalin qor g'archillab ketdi. ko'chaga chiqdi.
327|mo'ysafid otning jilovini tortdi.
328|yigitning oldiga kelganda kanal ustiga ko'ndalang tushib yotgan daraxtni ko'rdi.
329|biladi! o'zi qo'shib qo'ygan!
330|- kuniga bir chirpitdan sut beradi. suti sigirnikidan ham yog'li.
331|mana, nima unga bu og'ir yumushda yordam bergan kuch!..
332|demak, tog'amnikiga boramiz.
333|biroq u idoraga emas, sinfimizga yetaklab kirdi.
334|kechqurun kozimning oyisi spravkani ko'rib tinchidi. dadasi bo'lgan voqea haqida hech narsa demadi.
335|yurak sanchig'i to'rt-besh yildan beri bor edi. sovuq ter nimadan bo'ldiykin?
336|jo'raboshimiz jonholatda shinelga yopishdi.
337|uyga derazaning ochiq ko'zidan tushib, krovatga cho'zildi. u tinch, xotirjam edi.
338|- ammamnikiga ketyapmizmi? - dedim qovoq-tumshug'im osilib.
339|sobirjonga issiq ovqat qilmasa bo'ladimi?
340|toy bilanchi? oyim bir zum hovli o'rtasida sochlari parishon turib qoldi.
341|umr oxirlab qoldi, bugun erta ketadigan bo'pyotgan bo'lsam, nima qil, deysan?
342|-keyin! tursun yana yugurib ko'chaga chiqib ketdi.
343|- yot! - dedim o'dag'aylab.
344|hammamikan? bugundan boshlab qishloqning yana bir uyida tinchlik yo'qoldi.
345|oq, oydin kechalar. bolaligimni eslasam, iliq yoz kechalari ko'z oldimga keladi.
346|darhol fartugimni yechib, eshikni ochdim. sotimxon aka bir o'zlari edilar.
347|endi dadam astoydil yalina boshladi:. - yo'q demang, do'xtir.
348|nega eslagim kelmay qoldi? nega, nafasim qaytib ketyapti?
349|-o'lim! - ikki-uch ovoz olomon ichidan otilib chiqdi.
350|-bu axir pastlik-ku! hammamiz birdaniga boshimizni ko'tardik. bu - shavkat edi.
351|har qaysimiz o'z o'yimiz bilan band edik, biroq hammamiz bir odamni - onamni o'ylardik. qanoat
352|-hayot qo'shig'i... -hayot qo'shig'i? yaxshi nom.
353|qani, manga qara-chi? manga qara! solihabibi kelinning boshidan, yuzlaridan silab, o'ziga qaratdi.
354|bu yoqda ertalabdan beri kutib toqati-toq bo'lgan mardikorlar ham bo'sh kelishmaydi:
355|axir, u kenjavoy ovosining o'z onasi-ku. kishi o'z onasidan ham biror narsani qizg'anadimi?
356|-mening gapimga quloq soling, rais uka! rais-rais!
357|shuni olib kelyapman!
358|tag'in kim biladi, sog' qolganlar ham bordir? balki ertaga uchrashib qolishar?
359|-yo'q, u sho'rlikka ham qiyin. endi so'kmayman.
360|sabohat qodirova ichidan bir zil ketdi-yu, kulib qo'ya qoldi.
361|u shunday dedi-yu, o'z gapiga o'zi ishonmayotganini sezdi.
362|yo'q, u adashmagan, yulduzlarga qarab yurdi-ku! u tanlagan yulduzlar hamon oldinda.
363|ayol sanobar kamolova tomon yurdi.
364|dovonga yetganimizda mehmon yelkamga qo'lini qo'ydi. -biron salqinroq joyda to'xtasak bo'ladimi?
365|devziradan. biz endi ishlik odam, vaqt yo'q choyxonada yurishga. yur, seylon choy damlaganman.
366|endi uni hech kim quvmayotgan edi.
367|- ota, ota!.. - yusuf eshik oldiga kelib chaqirdi.
368|quralay ko'zlari suzilib ketdi.
369|uning chap yuzi momataloq bo'lib ketganini endi ko'rdim.
370|jonizda qasdingiz bo'lsayam, bizni o'ylamaysizmi?!
371|yuraklari to'xtagunga qadar ham odamlarga yaxshilikni istadilar.
372|haydang uni, bo'lsin endi ovora va darbadar, ko'zsiz odam - tirik murda deganning o'zginasi.
373|zo'r. yo'lchi degan bir yigit haqida.
374|- bugun bozorga pista obketibdi, sotib kelsa, berarmish.
375|ko'prik
376|shu hovlida bir paytlar tog'am - muhammadjon aka yashagandi.
377|atina-chi? u hech kimni yoqtirmasdi, suymasdi. qah-qah urib yigitlarni mazax qilib kulardi.
378|endi xursandman.
379|o'zing kiyaver, dedim.
380|nima bo'lsa, hammasi bo'lib o'tdi.
381|- ammam ro'molchasiga burnini qoqib piqilladi.
382|- qaysi kuni hurini o'zingiz haydab yuborgandingiz.
383|fursat nihoyatda oz. shu darajada ozki, hatto oila, bola-chaqa tashvishlari bilan yashab bo'lmaydi.
384|quyosh yana qizdirgancha og'a boshladi.
385|-ketamizmi? - so'radi sobirjon bir ozdan so'ng. -ketamiz, - dedim men.
386|shunda uning ham ko'zlari gohi-gohida achishib yoshlanardi.
387|maza qilib obaki yeymiz.
388|- mening ham chiqqim bor. lekin uzilib qolishing mumkin. -shu gapni kechadan beri eshitaman.
389|to'xtang, to'xtang! kim kelmoqda? kelayotgan kim o'zi?
390|- opam uyda-ku? - dedim hayron bo'lib. - yana qanaqa opamnikiga boramiz?
391|-ertaga. ana, uyga ham keldik.
392|o'sha tuni sigaret so'rab yusufga yaqin kelganda uni tanib, ha, bu sanmi? degani shundan edi.
393|tirsagimni ushlab turgan qo'llari shilq etib ko'rpacha ustiga tushdi.
394|o'rnidan turib hujum qilsa kerak, deb o'ylab, qo'limg'a oyog'im ostida yotgan lomni oldim.
395|mahfuza juda alomat qiz edi.
396|do'stim edi...
397|- unda eshiting, men vrachman. men tarixni bilmaganimdek, siz ham meditsinani bilmaysiz, tuzukmi?
